Problem Statement,summary,cluster,team
"The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module. I have about 15GB of free space on my device, so storage shouldn't be the issue, and I am running the latest version of the app on iOS. This is a major inconvenience for my commute since I rely on those offline videos to study while on the train. Is there a specific patch coming out to fix this stability issue soon? I have already checked the FAQ section and followed the troubleshooting steps listed there, including restarting my router and trying a different device, but the problem persists. It seems like a backend issue rather than something on my end. I would appreciate it if you could escalate this to your technical department for a more thorough investigation. Problem occurred at 11:37 AM today. [Ticket ID: 669104]",The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module,5,"These are customer support queries:
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module

What is the common category? (1-2 words only) my 'Machine Learning' module - A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- The mobile application has crashed consistently at least once in the past 5 years - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning'"
"I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons. I have a major surgery scheduled for next week and I will be unable to use the platform for at least two months while I recover. I don't want to lose the progress I've made in my 'Data Science' track, nor do I want to continue paying the monthly subscription fee while I'm incapacitated. Is there a way to put my membership on hold without losing my data or having to pay a cancellation fee? I've been a loyal subscriber for over a year now and usually love the platform, but this recent experience has been quite disappointing. I hope we can resolve this quickly so I can get back to my studies without any further delays. Please let me know if you need any additional information from my side like screenshots or account IDs. Problem occurred at 11:45 PM today. [Ticket ID: 155312]",I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons,1,"These are customer support queries:
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons

What is the common category? (1-2 words only) I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to"
"I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons. I have a major surgery scheduled for next week and I will be unable to use the platform for at least two months while I recover. I don't want to lose the progress I've made in my 'Data Science' track, nor do I want to continue paying the monthly subscription fee while I'm incapacitated. Is there a way to put my membership on hold without losing my data or having to pay a cancellation fee? Time is of the essence here as I have a strict deadline set by my employer to finish this certification by the end of the month. If I can't access the materials soon, I might have to look for an alternative learning provider and request a full refund of my remaining balance. I look forward to hearing from your support team as soon as possible. Problem occurred at 12:33 PM today. [Ticket ID: 352783]",I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons,1,"These are customer support queries:
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons

What is the common category? (1-2 words only) I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to inquire about your policy regarding account pauses or temporary deactivations for medical reasons
- I am writing to"
"I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday. Every time I hit apply, the system tells me the code is invalid or expired, even though the email states it should be active until the end of this week. I really want to start this course but I cannot afford the full price without the discount. Can you verify the status of this promo code or provide a new one? I have already checked the FAQ section and followed the troubleshooting steps listed there, including restarting my router and trying a different device, but the problem persists. It seems like a backend issue rather than something on my end. I would appreciate it if you could escalate this to your technical department for a more thorough investigation. Problem occurred at 6:11 AM today. [Ticket ID: 317269]",I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday,2,"These are customer support queries:
- I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday
- I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday
- I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday
- I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday
- I am trying to complete the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday

What is the common category? (1-2 words only) the checkout process for the 'Full-Stack Development Bootcamp' using the promotional code 'SPRING50' that was sent to my email yesterday - How about a quick checkout process for the 'Full-Stack Development Bootcamp'?
- How about a quick checkout process for the 'Full-Stack Development Bootcamp'? - If I receive a request for a different product, can I call the customer support team to do a quick order?
- If I receive a request for a different product, can I call the customer support team to do a quick order? - If I receive a complaint about a delay (due to an issue with the API), can I report it to the customer support team and I will be able to return the product back to you?
- If I receive a complaint about a delay (due to an issue with the API), can I report it to the customer support team and I will be able to return the product back to you? - If I receive a complaint about a delay (due to an issue with the API), can I report it to the customer support team and I will be able to return the product back to you? - If I receive a complaint about a delay (due to an issue with the API), can I report"
"The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module. I have about 15GB of free space on my device, so storage shouldn't be the issue, and I am running the latest version of the app on iOS. This is a major inconvenience for my commute since I rely on those offline videos to study while on the train. Is there a specific patch coming out to fix this stability issue soon? Time is of the essence here as I have a strict deadline set by my employer to finish this certification by the end of the month. If I can't access the materials soon, I might have to look for an alternative learning provider and request a full refund of my remaining balance. I look forward to hearing from your support team as soon as possible. Problem occurred at 6:57 AM today. [Ticket ID: 880654]",The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module,5,"These are customer support queries:
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module

What is the common category? (1-2 words only) my 'Machine Learning' module - A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- The mobile application has crashed consistently at least once in the past 5 years - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning'"
"The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module. I have about 15GB of free space on my device, so storage shouldn't be the issue, and I am running the latest version of the app on iOS. This is a major inconvenience for my commute since I rely on those offline videos to study while on the train. Is there a specific patch coming out to fix this stability issue soon? I have already checked the FAQ section and followed the troubleshooting steps listed there, including restarting my router and trying a different device, but the problem persists. It seems like a backend issue rather than something on my end. I would appreciate it if you could escalate this to your technical department for a more thorough investigation. Problem occurred at 9:58 AM today. [Ticket ID: 639316]",The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module,5,"These are customer support queries:
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module

What is the common category? (1-2 words only) my 'Machine Learning' module - A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- The mobile application has crashed consistently at least once in the past 5 years - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning'"
"I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank. I have already tried clearing my browser cache and cookies, and even tried a different browser like Firefox, but nothing seems to be working on my end. It is quite frustrating because I have a project due tonight and I cannot access the submission portal. Can you please check if there is an issue with my account or the server? Time is of the essence here as I have a strict deadline set by my employer to finish this certification by the end of the month. If I can't access the materials soon, I might have to look for an alternative learning provider and request a full refund of my remaining balance. I look forward to hearing from your support team as soon as possible. Problem occurred at 12:26 PM today. [Ticket ID: 515670]","I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank",7,"These are customer support queries:
- I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank
- I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank
- I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank
- I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank
- I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank

What is the common category? (1-2 words only) 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank - I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank - I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank

I'm not sure where this is happening, but it seems that there is a problem where the data is being read from a server and I'm trying to access it. I know I'm trying to access the data, but it seems to be getting disconnected.

I'm not sure where this is happening, but it seems that there is a problem where the data is being read from a server and I'm trying to access it. I know I'm trying to access the data, but it seems to be getting disconnected. - I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank - I am currently trying to access my dashboard for the 'Advanced Data Structures' course, but every time I log in, the screen remains completely blank - I am currently"
"I noticed a charge on my credit card statement this morning for $149.99 which appears to be a yearly subscription renewal for your platform. However, I am fairly certain that I disabled the auto-renew feature in my profile settings three months ago because I am finishing my degree this semester. I would like to request a full refund for this unauthorized charge as I do not intend to use the service for another year. Could you please look into my billing history and confirm that the refund has been processed? I am a student on a very tight budget, so these financial discrepancies really impact my ability to continue with the program. I would appreciate it if you could prioritize this ticket and ensure that my billing information is updated correctly to avoid any future mishaps. Thank you for your time and assistance with this matter. Problem occurred at 12:49 AM today. [Ticket ID: 942259]",I noticed a charge on my credit card statement this morning for $149,0,"These are customer support queries:
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149

What is the common category? (1-2 words only) morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
We are sorry for the inconvenience this caused you. We will be back to you shortly."
"While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds. It makes it extremely difficult to follow the chemical structures being drawn on the digital whiteboard when the explanation doesn't match the visuals. Additionally, the quiz at the end of the section has a question about 'Methane' that seems to have two correct answers listed. Could the content team review this section for accuracy and technical errors? I've been a loyal subscriber for over a year now and usually love the platform, but this recent experience has been quite disappointing. I hope we can resolve this quickly so I can get back to my studies without any further delays. Please let me know if you need any additional information from my side like screenshots or account IDs. Problem occurred at 5:27 PM today. [Ticket ID: 257468]","While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds",6,"These are customer support queries:
- While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds
- While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds
- While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds
- While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds
- While going through the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds

What is the common category? (1-2 words only) the 'Organic Chemistry' module, specifically Lesson 4 on Alkanes, I found that the instructional video is out of sync with the audio by about five seconds - If you are concerned about your current product, you may want to consider using a separate product such as a gel or gel coat, and then buying a product from the Amazon store instead of Amazon.com.
- If you are concerned about your current product, you may want to consider using a separate product such as a gel or gel coat, and then buying a product from the Amazon store instead of Amazon.com. - If you're taking advantage of the Amazon Prime Deals to purchase a product, you may want to consider using a separate product such as a gel or gel coat to sell at a discount.
- If you're taking advantage of the Amazon Prime Deals to purchase a product, you may want to consider using a separate product such as a gel or gel coat to sell at a discount. - The instructions on this page are outdated and may be incorrect.
- The instructions on this page are outdated and may be incorrect. - The instructions on this page are outdated and may be incorrect. - You may need to buy from other pharmacies before you start using the Amazon Prime Deals. If you"
"I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase. The instructions provided in the PDF are very vague regarding the formatting requirements for the final presentation and which data sets we are allowed to use. I have reached out to the course mentor twice via the internal messaging system but haven't received a response in over four days. I need more detailed guidance so I don't fail the final submission due to a misunderstanding of the rubric. I have already checked the FAQ section and followed the troubleshooting steps listed there, including restarting my router and trying a different device, but the problem persists. It seems like a backend issue rather than something on my end. I would appreciate it if you could escalate this to your technical department for a more thorough investigation. Problem occurred at 4:21 AM today. [Ticket ID: 172957]",I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase,4,"These are customer support queries:
- I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase
- I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase
- I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase
- I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase
- I am currently enrolled in the 'Digital Marketing Professional Certificate' and I've reached the final capstone project phase

What is the common category? (1-2 words only) capstone project phase- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate';
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolling in the 'Digital Marketing Professional Certificate';
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'
- I am currently enrolled in the 'Digital Marketing Professional Certificate'"
"I noticed a charge on my credit card statement this morning for $149.99 which appears to be a yearly subscription renewal for your platform. However, I am fairly certain that I disabled the auto-renew feature in my profile settings three months ago because I am finishing my degree this semester. I would like to request a full refund for this unauthorized charge as I do not intend to use the service for another year. Could you please look into my billing history and confirm that the refund has been processed? I've been a loyal subscriber for over a year now and usually love the platform, but this recent experience has been quite disappointing. I hope we can resolve this quickly so I can get back to my studies without any further delays. Please let me know if you need any additional information from my side like screenshots or account IDs. Problem occurred at 2:48 PM today. [Ticket ID: 231030]",I noticed a charge on my credit card statement this morning for $149,0,"These are customer support queries:
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149

What is the common category? (1-2 words only) morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
We are sorry for the inconvenience this caused you. We will be back to you shortly."
"According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course. I have completed the 'Ethics in AI' course with an average grade of 92%, but the system is still showing my status as 98% complete and won't generate my digital certificate. I have double-checked and every single video and reading material has a green checkmark next to it. Could you manually verify my completion and issue the certificate to my registered email address? I've been a loyal subscriber for over a year now and usually love the platform, but this recent experience has been quite disappointing. I hope we can resolve this quickly so I can get back to my studies without any further delays. Please let me know if you need any additional information from my side like screenshots or account IDs. Problem occurred at 8:38 AM today. [Ticket ID: 901480]","According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course",3,"These are customer support queries:
- According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course
- According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course
- According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course
- According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course
- According to your terms of service, I should be able to request a certificate of completion once I finish all the graded assignments in a course

What is the common category? (1-2 words only) a certificate of completion once I finish all the graded assignments in a course - If I don't have the certificate in the course, would I be able to get a new one?
- If I don't have the certificate in the course, would I be able to get a new one? - If I've already completed all the graded assignments in the course, if I'm not sure about the certificate I should just ask if I can get one.
- If I haven't completed all the graded assignments in the course, would I be able to get one? - If I've already completed all the graded assignments in the course, if I'm not sure about the certificate I should just ask if I can get one. If I don't have the certificate, what should I do?
- If I don't have the certificate, what should I do? If I don't have the certificate, what should I do?
- If I don't have the certificate, what should I do? And if I don't have the certificate, can you provide some advice?
If you don't have the certificate, I'd love to see what you think about it."
"The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module. I have about 15GB of free space on my device, so storage shouldn't be the issue, and I am running the latest version of the app on iOS. This is a major inconvenience for my commute since I rely on those offline videos to study while on the train. Is there a specific patch coming out to fix this stability issue soon? I've been a loyal subscriber for over a year now and usually love the platform, but this recent experience has been quite disappointing. I hope we can resolve this quickly so I can get back to my studies without any further delays. Please let me know if you need any additional information from my side like screenshots or account IDs. Problem occurred at 12:37 AM today. [Ticket ID: 858766]",The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module,5,"These are customer support queries:
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module

What is the common category? (1-2 words only) my 'Machine Learning' module - A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- The mobile application has crashed consistently at least once in the past 5 years - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning'"
"The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module. I have about 15GB of free space on my device, so storage shouldn't be the issue, and I am running the latest version of the app on iOS. This is a major inconvenience for my commute since I rely on those offline videos to study while on the train. Is there a specific patch coming out to fix this stability issue soon? I am a student on a very tight budget, so these financial discrepancies really impact my ability to continue with the program. I would appreciate it if you could prioritize this ticket and ensure that my billing information is updated correctly to avoid any future mishaps. Thank you for your time and assistance with this matter. Problem occurred at 2:48 AM today. [Ticket ID: 848748]",The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module,5,"These are customer support queries:
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module
- The mobile application has been crashing consistently whenever I attempt to download the offline video lectures for my 'Machine Learning' module

What is the common category? (1-2 words only) my 'Machine Learning' module - A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Run' function - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- The mobile application has crashed consistently at least once in the past 5 years - A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning' module that cannot be resolved via its 'Fetch' function - The mobile application has crashed consistently at least once in the past 5 years
- A problem with the 'Machine Learning'"
"I noticed a charge on my credit card statement this morning for $149.99 which appears to be a yearly subscription renewal for your platform. However, I am fairly certain that I disabled the auto-renew feature in my profile settings three months ago because I am finishing my degree this semester. I would like to request a full refund for this unauthorized charge as I do not intend to use the service for another year. Could you please look into my billing history and confirm that the refund has been processed? I've been a loyal subscriber for over a year now and usually love the platform, but this recent experience has been quite disappointing. I hope we can resolve this quickly so I can get back to my studies without any further delays. Please let me know if you need any additional information from my side like screenshots or account IDs. Problem occurred at 9:28 PM today. [Ticket ID: 409339]",I noticed a charge on my credit card statement this morning for $149,0,"These are customer support queries:
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149

What is the common category? (1-2 words only) morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
- I noticed a charge on my credit card statement this morning for $149
We are sorry for the inconvenience this caused you. We will be back to you shortly."
